店舗区分,店舗名,所在地,地図URL,業種,主な取扱品
大型店,ﾊｰﾄﾏｰｹｯﾄ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,婦人衣料
大型店,INGNI,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,婦人衣料
大型店,Garden by oneway,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,婦人衣料
大型店,LD prime,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,婦人衣料
大型店,スポーツオーソリティ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,"スポーツ用品
"
大型店,TBC美癒-can さくら整体整骨院,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,サービス,整体整骨院
大型店,あんしん工房,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,サービス,合鍵・印章
大型店,ｻｰﾃｨﾜﾝｱｲｽｸﾘｰﾑ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,飲食,ｼﾞｭｰｽ､ｱｲｽ
大型店,ｳﾞｨ･ﾄﾞ･ﾌﾗﾝｽ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,飲食,カフェ
大型店,ｽﾀｰﾊﾞｯｸｽｺｰﾋｰ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,飲食,"カフェ
"
大型店,龍神丸,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,飲食,レストラン
大型店,ﾏﾘﾉ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,飲食,レストラン
大型店,ｽﾃｰｷ＆ﾊﾝﾊﾞｰｸﾞ ﾃﾞﾝﾊﾞｰﾌﾟﾚﾐｱﾑ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,飲食,レストラン
大型店,ﾃﾞﾘ・ｼｭｰ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,飲食,レストラン
大型店,越後秘蔵麺 無尽蔵,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,飲食,レストラン
大型店,浅草ｸﾞﾘﾙﾊﾞｰｸﾞ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,飲食,レストラン
大型店,鎌倉ﾊﾟｽﾀ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,飲食,レストラン
大型店,ﾗｹﾙ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,飲食,レストラン
大型店,天麩羅 えびのや,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,飲食,レストラン
大型店,とんかつ和幸,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,飲食,レストラン
大型店,串家物語,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,飲食,レストラン
大型店,大戸屋,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,飲食,レストラン
大型店,しゃぶ菜,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,飲食,レストラン
大型店,おひつごはん 四六時中,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,飲食,レストラン
大型店,金金醤,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,飲食,レストラン
大型店,回転寿司 海鮮三崎港,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,飲食,レストラン
大型店,銀のあん,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,たい焼き
大型店,久世福商店,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,和食品
大型店,ｻﾝｸｾﾞｰﾙﾏﾙｼｪ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,輸入食品・グロサリー
大型店,ｶﾙﾃﾞｨｺｰﾋｰﾌｧｰﾑ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,輸入食品・グロサリー
大型店,わくわく広場,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,農産物直売
大型店,ﾙﾋﾟｼｱ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,お茶
大型店,茶寮kikusui,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,和洋菓子・お茶
大型店,ﾌﾛﾌﾟﾚｽﾃｰｼﾞｭ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,洋生菓子
大型店,ﾋﾞｱｰﾄﾞﾊﾟﾊﾟの作りたて工房,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,洋生菓子
大型店,ﾚﾌｪ･ﾄﾞｩ･ﾌﾙｰﾙ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,フラワー
大型店,ﾍﾟﾃﾓ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,ペット・ペット用品
大型店,ｶﾒﾗのｷﾀﾑﾗ,水戸市内原2-1　イオンモール水戸内原, https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,写真
大型店,ｻﾞ･ﾎﾞﾃﾞｨｼｮｯﾌﾟ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,化粧品
大型店,ｶﾗｰｽﾀｼﾞｵ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,化粧品
大型店,ﾌｧﾝｹﾙ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,化粧品
大型店,ﾆｭｰｽﾀｲﾙ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,バラエティ雑貨
大型店,ｱﾌﾀﾇｰﾝﾃｨｰ･ﾎｰﾑ＆ﾘﾋﾞﾝｸﾞ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,生活・インテリア雑貨
大型店,無印良品,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,生活・インテリア雑貨
大型店,ﾆｺﾛﾎﾟｰﾛ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,宝飾品
大型店,ｼﾞｭｴﾘｰﾂﾂﾐ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,宝飾品
大型店,ﾊﾋﾟﾈｽ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,インポートブランド
大型店,ｽﾀﾃﾞｨｵｴｽ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,鞄
大型店,ｱｸﾞﾗﾝｸｰﾙ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,鞄
大型店,ｱﾝﾌｨ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,ランファン
大型店,ﾋﾞｰｽﾘｰ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,婦人衣料
大型店,ﾃﾁﾁ/ﾙﾉﾝｷｭｰﾙ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,婦人衣料
大型店,ｽﾀｼﾞｵｸﾘｯﾌﾟ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,衣料・雑貨
大型店,ｱｽﾞｰﾙﾊﾞｲﾏｳｼﾞｰ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,婦人・紳士衣料
大型店,ﾍﾞｲﾌﾛｰ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,婦人・紳士衣料
大型店,ｱﾆｰｼﾞｰﾙ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,婦人衣料
大型店,ﾊﾐﾙﾄﾝｴｯｾﾝｽ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,婦人衣料
大型店,ﾌﾟﾗｽﾃ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,婦人衣料
大型店,ｱﾙﾌｧﾍﾞｯﾂｱﾙﾌｧﾍﾞｯﾄ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,婦人衣料
大型店,ｵﾍﾟｰｸﾄﾞｯﾄｸﾘｯﾌﾟ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,婦人衣料
大型店,ﾗｼｭｯﾄﾞ･ﾌﾟﾁﾒｿﾞﾝ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,婦人衣料
大型店,ﾙｶ,水戸市内原2-1　イオンモール水戸内原,https://goo.gl/maps/FQ3Jo78xEjfrHJV69,小売,婦人衣料
大型店,セイブ食彩館千波店,水戸市千波町北葉山1762,https://goo.gl/maps/fT7xtXCgJvWLUXb97,小売,食品・雑貨
大型店,セイブ袴塚店,水戸市袴塚2-4-56,https://goo.gl/maps/EpwyoG9P1Ze1chqL8,小売,食品・雑貨
一般店,セイブ城東店,水戸市城東2-13-30,https://goo.gl/maps/xTvS1htNutiSwqfcA,小売,食品・雑貨
大型店,セイブ食彩館元吉田店,水戸市元吉田町1562-2,https://goo.gl/maps/vjbdenYN7FLeXo997,小売,食品・雑貨
大型店,セイブ食彩館けやき台店,水戸市けやき台3-38,https://goo.gl/maps/4cPdz6FKaJZu2CRX8,小売,食品・雑貨
一般店,ドラッグストア　マツモトキヨシ　フレスポ赤塚店,水戸市河和田1-1,https://goo.gl/maps/xEVwSEyPshue2sKZ7,小売,医薬品・健康食品・化粧品
一般店,(株)田徳,水戸市元山町1-3-39,https://goo.gl/maps/TGMYz4NFrtjMR1iA8,小売,製菓原材料
一般店,サイクルワールドおおたか,水戸市石川4-4030-22,https://goo.gl/maps/wUpmmwqrg5auzxQz9,小売,自転車
一般店,(有)くらもち輪業,水戸市見和2-251-16,https://goo.gl/maps/kFen9fiPptPBXs1b9,小売,自転車・オートバイ
一般店,銘茶　おかの園,水戸市吉沢町121-17,https://goo.gl/maps/caNjQQ3YyJZs5da46,小売,日本茶・茶器・のり・他
一般店,文具のかねこ,水戸市堀町2058-4,https://goo.gl/maps/vXHDwo8CBfkFm8Gq8,小売,文房具
一般店,そば処　ともえ川,水戸市見川2-69-5,https://goo.gl/maps/ftD5GNfPRVEqPmGU9,飲食,そば・うどん店
一般店,フジモリサイクル（サイクルセンターフジモリ）,水戸市本町3-10-20,https://goo.gl/maps/jvgPiCzng5XZtttLA,小売,自転車・電動アシスト自転車・バイク販売・修理
一般店,(株)花辰,水戸市梅香1-2-59,https://goo.gl/maps/MRXK2huoEa3KQpmK9,小売,花束・アレンジメント・花鉢・プリザーブドフラワー・シャボンフラワー等
大型店,山新グランステージ水戸ホームセンター,水戸市酒門町上千束3234-1,https://goo.gl/maps/J2FnZtrKpK43tBpr9,小売,工具・日用品・木材・園芸用品・他
一般店,一司堂印店,水戸市南町2-6-16,https://goo.gl/maps/tiJu8H1GtUzS7qRc7,小売,実印・銀行印・認印・印刷・文具・シャチハタ
一般店,プレジデントホテル水戸,水戸市城南2-2-2,https://goo.gl/maps/xZAiehem6fvTvpFX7,サービス,宿泊及び中国料理（ランチ・ディナー）
大型店,(株)ヨークベニマル水戸浜田店,水戸市浜田1-2-30,https://goo.gl/maps/vGy7eErD3smjyRi27,小売,食料品
一般店,セブン－イレブン水戸白梅4丁目店,水戸市白梅4-1-30,https://goo.gl/maps/mA5EcmJgCqrTL5RG7,小売,食品・雑貨
一般店,(株)楽市,水戸市河和田2-2232-27,https://goo.gl/maps/ChK1TNuE17dZVguy7,小売,活しじみ・冷凍しじみ
大型店,(株)ヨークベニマル水戸笠原店,水戸市小吹町字新山2582-2,https://goo.gl/maps/ZNnuY1haNdYaNL2s8,小売,食料品
一般店,日渡洋品店,水戸市本町1-8-8,https://goo.gl/maps/CwEhhF94pF2bFgiJ9,小売,婦人服・肌着
一般店,秀文堂,水戸市笠原町600-50,https://goo.gl/maps/rV5AQTEXqRPjprLr9,小売,"文具・事務用品・書道用品
"
大型店,TAIRAYA 浜田店,水戸市本町3-302-1,https://goo.gl/maps/6Pjf9kzQWJrn52sh6,小売,食品・生鮮食品・雑貨
一般店,だるま納豆,水戸市柳町1-7-8,https://goo.gl/maps/ErXrvpGebvfVpi82A,小売,納豆類
一般店,大林写真館,水戸市末広町3-5-4,https://goo.gl/maps/sjpNn4vVyLQeo25o6,サービス,お宮参り・七五三・各種記念写真・プロフィール写真
一般店,バーナヴァン・ピノ,水戸市宮町2－4－35　２F ,https://goo.gl/maps/Gk17FcdL5ZGkKMKT8,飲食,ワイン
一般店,(有)ひたち電器,水戸市石川3-4134-28,https://goo.gl/maps/V2deXC7TzrZ5dY3g7,小売,家電製品の販売・修理
一般店,(株)小貫写真館　パセオヌエボ,水戸市千波町2482-1,https://goo.gl/maps/C1hpB4iACj4zhvYA7,サービス,写真撮影及びプリント代
一般店,マツモトキヨシ水戸千波町店,水戸市千波町千波山2467,https://goo.gl/maps/8EAbhvSBnCwKueaN7,小売,医薬品
一般店,お菓子とおもちゃ　いしざき,水戸市本町3-3-1,https://goo.gl/maps/11ZhA6gX6miyaXmdA,小売,お菓子（駄菓子）・おもちゃ・ミニカー・カード（ポケモンカードなど）
一般店,スピックサロン水戸笠原店,水戸市笠原町1374-9,https://goo.gl/maps/i7E5BZog5NRk5kok8,サービス,美容用品・サプリメント
一般店,Oji’s Chiffon Cake House(オジーズ・シフォンケーキハウス),水戸市本町1-5-30 ウインズロック101,https://goo.gl/maps/fSAqELbkPZ9Fj4Ew6,小売,シフォンケーキ・クッキー・ラスク
一般店,鮨割烹かしわ,水戸市見川2-344-8,https://goo.gl/maps/wE9jqWCe69ugNSSA6,飲食,江戸前すし・和食料理
一般店,フレッシュグリーン,水戸市緑町2-2-21,https://goo.gl/maps/xxVpCRWZnfJwqs3k7,小売,洋菓子、パン、焼菓子
一般店,ヘッドスパ専門店リーブライト,水戸市大工町3-7-1,https://goo.gl/maps/Wh1c492M3uovtJLbA,サービス,ヘッドスパ・ヘアカラー
一般店,せんたく王国　元吉田店,水戸市元吉田町1166-7　フードオフストッカー元吉田店内,https://goo.gl/maps/bTrSxPFB2ohZNKCZ7,サービス,クリーニング
一般店,せんたく王国　千波店,水戸市千波町2474フードマーケットカスミ千波店内,https://goo.gl/maps/7v9ssU4QKR7brXkg8,サービス,クリーニング
一般店,せんたく王国　県庁前店,水戸市笠原町975-16 岩崎ビル1階,https://goo.gl/maps/vjWCUDNmdvXB9YoY9,サービス,クリーニング
一般店,せんたく王国　住吉店,水戸市元吉田町1478-2　パワーマート住吉店,https://goo.gl/maps/2QmqbHQLKSjUzczU9,サービス,クリーニング
一般店,せんたく王国　百合が丘店,水戸市百合が丘町8-3　ヨークベニマル百合が丘店,https://goo.gl/maps/y3pqnSBFbiYsnrxP8,サービス,クリーニング
一般店,せんたく王国　下市店,水戸市柳町2-11-8　イオンスタイル水戸下市店内,https://goo.gl/maps/CQGEjzaAUwGoUcVd6,サービス,クリーニング
一般店,せんたく王国　上水戸店,水戸市上水戸2-9-10 メガ・ドンキホーテ上水戸店,https://goo.gl/maps/eCFiy4bBkGAzDCpi8,サービス,クリーニング
一般店,せんたく王国　河和田店,水戸市河和田2-24-12,https://goo.gl/maps/stZzsymNSheegZoc8,サービス,クリーニング
一般店,シルキー本店,水戸市笠原町245-2,https://goo.gl/maps/5BvAGhjeknrBpGCbA,サービス,クリーニング
一般店,常陸牛きくすい,水戸市西原2-16-5,https://goo.gl/maps/TpnyL2r7ZELitquz8,飲食,ステーキ、すきやき、焼肉、弁当等
一般店,加寿美屋　パンと洋菓子のお店　,水戸市本町1-4-23,https://goo.gl/maps/qVF8t3ptRFhL1bhCA,小売,パン・洋菓子
一般店,割烹　魚政,水戸市大工町2-1-23,https://goo.gl/maps/RZdmPyvbSMmFdUf69,飲食,日本料理、あんこう・納豆料理等
一般店,白河そば店,水戸市見川3-720-1,https://goo.gl/maps/T7g6nkBunVG4W5Xw9,飲食,日本そば．天ざるそば．鴨南そば．
一般店,ふとんの吉見屋,水戸市青柳町4175,https://goo.gl/maps/1PXghQzxv9TRCzpQ7,小売,寝具全般
一般店,リオネットセンター水戸,水戸市千波町727-1,https://goo.gl/maps/cx2eDJc3uvot4iHt9,小売,補聴器
大型店,いばらきコープ　コープ水戸店,水戸市元吉田町1048-1,https://goo.gl/maps/VrFLZFSofhvoiBw7A,小売,食品・雑貨
大型店,株式会社　ヨークベニマル　赤塚店,水戸市姫子2-30,https://goo.gl/maps/DV4Wcb2wyAk8VsQKA,小売,食品、衣料品
大型店,株式会社　ヨークベニマル　新原店,水戸市新原1-3078-62,https://goo.gl/maps/QgnAQJAM9Rxqr2wN9,小売,食料品、日用品
一般店,めがね屋ＳＡＮＴＡ,水戸市元吉田町1560-1,https://goo.gl/maps/NTiAjvUsSz19ek9D9,小売,メガネ・コンタクトレンズ
一般店,(有)工藤新聞店,水戸市見和1-460-19,https://goo.gl/maps/vndVNvrG4R968XbH9,小売,毎日新聞、茨城新聞、産経新聞、雑誌、書籍
一般店,洋服おなおし専門店,水戸市千波町736-1,https://goo.gl/maps/yVGbUc7fNujFLjLDA,サービス,洋服リフォーム業
一般店,コスメティック　サカエヤ,水戸市南町1-3-10,https://goo.gl/maps/Z8QsyU3ypgbmjmbX6,小売,化粧品
一般店,助川釣具店,水戸市上水戸3-3-20,https://goo.gl/maps/JBcG1Lq1CSQfw6TM8,小売,釣具、釣エサ
一般店,株式会社　関川畳商店「たたみの関川」,水戸市見和2-232-53,https://goo.gl/maps/jX4cxYVeEPhZSj9y9,その他,畳、障子、襖
一般店,いちの湯　水戸店,水戸市河和田3-2300-1,https://goo.gl/maps/7yT87p3tgseNcg4j9,サービス,スーパー銭湯、レストラン（お食事拠）
一般店,沼田米穀店,水戸市元台町1530,https://goo.gl/maps/35mf1NrSXVbHDT1AA,小売,米穀類
一般店,吉田精肉店,水戸市平須町1821-52,https://goo.gl/maps/VtKRdDEEDHW6kpMR7,小売,豚・とり・各種惣菜・お弁当・オードブル
一般店,メガネのクロサワ　水戸下市店,水戸市本町3-2-26,https://goo.gl/maps/nXEovAz5MjPV3H1M7,小売,メガネ・補聴器・光学品
一般店,メガネのクロサワ　水戸本店,水戸市南町2-4-37,https://goo.gl/maps/fghEB9sqtVWnKB697,小売,メガネ・補聴器・光学品
一般店,メガネのクロサワ　水戸笠原店,水戸市笠原町1191-11,https://goo.gl/maps/ZTjzWAT9gpmSjbHQ7,小売,メガネ・補聴器・光学品
一般店,メガネのクロサワ　水戸見和店,水戸市見和3-571-2,https://goo.gl/maps/jUkKfqwZDNrL6ezy5,小売,メガネ・補聴器・光学品
一般店,文具のフジタ,水戸市南町1-3-6,https://goo.gl/maps/y3f1UmPcUxTEKG2W6,小売,万年筆、書道用品、画材、鳩居堂御線香、便箋、ペン
一般店,オートボーイＲＣ,水戸市酒門町2545-4,https://goo.gl/maps/VTuWSKuSLUuB1qKN9,小売,オートバイ販売・修理
大型店,スーパービバホーム　水戸県庁前店,水戸市笠原町978-41,https://goo.gl/maps/6tCARDvQpPKvzjFZ9,小売,建築資材・インテリア・ガーデン・ペット・日用家庭用品
一般店,白牡丹美容院,水戸市南町3-3-36,https://goo.gl/maps/9jQG2HvQ4Gj3rgzL7,サービス,美容
一般店,冨岡ゴムガレージセール,水戸市泉町3-5-30,https://goo.gl/maps/gjiZ1cCo3Bga9VHV6,小売,靴・スニーカー・サンダル等
一般店,モリシマ酒店,水戸市城東2-1-45,https://goo.gl/maps/hMSddUAyxQCmwDUp9,小売,酒、食品
一般店,シュクレ水戸店,水戸市元吉田町1060-1,https://goo.gl/maps/GTZhkh2fdzgWab6J8,小売,家具・インテリア製品・家具修理
一般店,セブン-イレブン　水戸東野町店,水戸市東野町字西割491-17,https://goo.gl/maps/YdBh3Aa95ZmUjHoT7,小売,食品、雑貨
一般店,セブン-イレブン　水戸大工町店,水戸市大工町3-5,https://goo.gl/maps/6CGv9k7dUBiGRWTM8,小売,食品、雑貨
一般店,セブン-イレブン　トモス水戸大工町1丁目店,水戸市大工町1-2-1,https://goo.gl/maps/D4NyW8MSb7ZKr48U7,小売,食品、雑貨
一般店,大黒鮨,水戸市元吉田町321-5,https://goo.gl/maps/yNnJezENXoLSMvQd9,飲食,寿司
大型店,ヨークベニマル双葉台店,水戸市双葉台4-648-1,https://goo.gl/maps/NH9vEYwaDg2MyhbF6,小売,食品
一般店,株式会社　ロングライフ,水戸市谷津町細田1-8,https://goo.gl/maps/d4E7qsK8AsM7UXUq8,小売,介護用品、福祉用具
大型店,株式会社　マルト元吉田店,水戸市宮内町字宮内3199-1,https://goo.gl/maps/GN7bPHh7k2GUJv5S9,小売,食品、菓子、雑貨、酒、生鮮、青果、惣菜、寿司
一般店,株式会社　蔭山利兵衛商店,水戸市本町3-3-7,https://goo.gl/maps/of4do5uN1vq84BPg8,小売,提灯、人形、小間物
一般店,菓匠にいつま,水戸市堀町2160-5,https://goo.gl/maps/xXkisKYFwZ37Ladg7,小売,生菓子・焼菓子・和菓子
一般店,山川薬心堂,水戸市見川町2563-239,https://goo.gl/maps/tdnfSfMMwJH3stc38,小売,医薬品・漢方
一般店,大久保燃料,水戸市笠原町920-7,https://goo.gl/maps/uL4U2vqDf2RZjcdE9,小売,灯油、プロパンガス、住宅設備、リフォーム工事、電気・水道工事
一般店,肉のイナイシ,水戸市本町1-10-5,https://goo.gl/maps/JWq4g5De2VrHnLJo9,小売,美明豚、ローズポーク、常陸牛、お惣菜
一般店,有限会社　山翠フードサービス,水戸市中丸町572-3,https://goo.gl/maps/w7nKy6XciofL8MB9A,小売,おにぎり、弁当、惣菜
一般店,花の店　バラ屋　本店,水戸市千波町424-13,https://goo.gl/maps/FE4aA5Q1WXevLgKr8,小売,生花、鉢物
一般店,(株)コヤマスポーツ,水戸市南町2-6-15,https://goo.gl/maps/6E32rmAiFAxVHBwA9,小売,スポーツ用品小売
一般店,マルトパワードラッグ笠原店,水戸市笠原町978-39,https://goo.gl/maps/7Ac8zof3b4icjGgHA,小売,医薬品、化粧品、日用品
一般店,フレッシュマート　サンユーまちなか大工町店,水戸市五軒町3-1-7,https://goo.gl/maps/AiwFCQ9YLEjdT1Va6,小売,スーパーマーケット（食料品、他）
一般店,サンユーストアー　千波店,水戸市千波町2272-1,https://goo.gl/maps/RqRKEB3fYyrRsFDW9,小売,スーパーマーケット（食料品、他）
大型店,フレッシュストアー　サンユー渡里店,水戸市渡里町字前原2873-2,https://goo.gl/maps/ZCiG2bLB5bXub5Fc9,小売,スーパーマーケット（食料品、他）
一般店,パティスリー　IKURU,水戸市笠原町681-10,https://goo.gl/maps/bi5ABxx1LWrmeDj79,小売,ケーキ・焼菓子
一般店,(有)中島呉服店,水戸市本町1-9-22,https://goo.gl/maps/7q96WMaLU6Wp7SLN8,小売,総合衣料、寝装品、和雑貨、祭り用品
一般店,井幸茶舗,水戸市本町2-1-26,https://goo.gl/maps/TbFrWLCFXeFLYCne8,小売,日本茶、茶器
一般店,大矢呉服店,水戸市本町3-21-14,https://goo.gl/maps/majycZ3Dripkk45z9,小売,"紳士、婦人衣料品、学生衣料品、呉服和装、寝具
"
一般店,花咲,水戸市梅香2-2-42,https://goo.gl/maps/5chpuXKyuEpMkAh79,小売,生花・鉢花・花束・アレンジ
一般店,五條製菓,水戸市姫子1-807-1,https://goo.gl/maps/Yr3iCEkwRqsZpN2U7,小売,和菓子・甘味処
大型店,(株)カスミ　千波店,水戸市千波町2467-3,https://goo.gl/maps/2qSMCWbUDd3wfs9m7,小売,食品
一般店,ライフアップ　フジタ,水戸市見川2-61-3,https://goo.gl/maps/1jTSUADSggyXBHrS8,小売,家電製品（パナソニック等）
大型店,株式会社　マルトＳＣ笠原店,水戸市笠原町978-39,https://goo.gl/maps/QLwBtKejHoDJVpgY9,小売,生鮮食料品
一般店,ふたばほんてん,水戸市本町3-3-3,https://goo.gl/maps/iWXbA1v3rkFRoWJV9,小売,化粧品
一般店,スズキアリーナ千波　和興自動車(株),水戸市千波町1873-4,https://goo.gl/maps/aaTCE7GYk1aMed9z6,サービス,"スズキディーラー
スズキ車新車販売、車検整備、鈑金塗装、タイヤ販売等"
一般店,伝統の打刃物　中屋平治,水戸市本町3-19-1,https://goo.gl/maps/bYrcfMjspkE2bryn7,小売,包丁・ナイフ・鋸・打刃物
一般店,オカダ時計店,水戸市本町2-2-15,https://goo.gl/maps/UzDdmi1LW6JfkV189,小売,時計・メガネ・宝飾品
一般店,竹脇かばん店,水戸市南町3-3-50,https://goo.gl/maps/g9MY75FLtt4y97nq7,小売,ハンドバッグ、ビジネスバッグ
一般店,マツモトキヨシ petit madoca 水戸見川店,水戸市見川2-58-1,https://goo.gl/maps/7jrrKrqLQ2o62vaz9,小売,医薬品・化粧品・日用品・食品
一般店,有限会社　澤田屋商店,水戸市千波町2322,https://goo.gl/maps/k7HJoagBHD7JqYgD6,小売,学生衣料専門店
一般店,株式会社　フジタビジネスマシンズ,水戸市城南1-2-8,https://goo.gl/maps/4RNe3GChdotQd4AC8,小売,事務用品、OA機器、文房具
一般店,三浦の文具,水戸市南町3-3-47,https://goo.gl/maps/LDqXeiZeYShUAA7GA,小売,ファンシー文具から事務用品まで
一般店,花工房,水戸市見和1-317-5,https://goo.gl/maps/jQxxEdWgTM3ndknNA,小売,"生花・プリザーブドフラワー・観葉
"
一般店,酒商　加藤支店,水戸市本町1-8-11,https://goo.gl/maps/LPFqPnk7hv91esZW6,小売,酒類、菓子、食料品
一般店,株式会社　アットワーク,水戸市南町2-3-25　アットワークビル3F,https://goo.gl/maps/iSd2pZiDyXyB9snt7,小売,衣料品
一般店,だし司　浜喜,水戸市青柳町4566,https://goo.gl/maps/ub6j56JywXks1ny8A,その他,海産乾物
一般店,中華料理　二幸,水戸市栄町1-7-4,https://goo.gl/maps/xzxYvQLQAsUUSTay9,飲食,中華料理、ラーメン、点心
